Date,Rank,Points,Rider,Team,Year,Race,UCI Class,Type,Code,Series,Race days,UCI Category,Classification
8-Oct-20,2,40,MATTHEWS Michael,Team DSM,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
9-Oct-20,3,20,MATTHEWS Michael,Team DSM,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
6-Aug-20,2,0.71,NIEUWENHUIS Joris,Team DSM,2020,Czech Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
11-Oct-20,3,125,NIEUWENHUIS Joris,Team DSM,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
18-Oct-20,33,10,NIEUWENHUIS Joris,Team DSM,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
9-Aug-20,29,16,PEDERSEN Casper,Team DSM,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
12-Sep-20,5,5,PEDERSEN Casper,Team DSM,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
11-Oct-20,1,200,PEDERSEN Casper,Team DSM,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Feb-20,7,35,ROCHE Nicolas,Team DSM,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 GC,Other,3,2.1,GC
16-Aug-20,39,10,ROCHE Nicolas,Team DSM,2020,Critérium du Dauphiné,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
27-Sep-20,51,5,ROCHE Nicolas,Team DSM,2020,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
1-Oct-20,2,30,ROCHE Nicolas,Team DSM,2020,National Road Championships - Ireland,CN,Championships,CN ME ITT,Other,1,CN,ME ITT
4-Oct-20,2,75,ROCHE Nicolas,Team DSM,2020,National Road Championships - Ireland,CN,Championships,CN ME RR,Other,1,CN,ME RR
5-Feb-20,1,14,BONIFAZIO Niccolò,TotalEnergies,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
7-Feb-20,2,5,BONIFAZIO Niccolò,TotalEnergies,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
12-Mar-20,1,60,BONIFAZIO Niccolò,TotalEnergies,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
2-Aug-20,3,3,BONIFAZIO Niccolò,TotalEnergies,2020,La Route d'Occitanie - La Dépêche du Midi,2.1,Stage Race,C1 SC,Other,,2.1,SC
8-Aug-20,46,10,BONIFAZIO Niccolò,TotalEnergies,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
14-Oct-20,2,150,BONIFAZIO Niccolò,TotalEnergies,2020,Scheldeprijs,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
26-Jan-20,6,40,CABOT Jeremy,TotalEnergies,2020,La Tropicale Amissa Bongo,2.1,Stage Race,C1 GC,Other,7,2.1,GC
2-Feb-20,21,3,CALMEJANE Lilian,TotalEnergies,2020,Grand Prix Cycliste la Marseillaise,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Feb-20,5,50,CALMEJANE Lilian,TotalEnergies,2020,Etoile de Bessèges,2.1,Stage Race,C1 GC,Other,5,2.1,GC
22-Feb-20,3,3,CALMEJANE Lilian,TotalEnergies,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 SC,Other,,2.1,SC
23-Feb-20,11,15,CALMEJANE Lilian,TotalEnergies,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 GC,Other,3,2.1,GC
29-Feb-20,11,30,CALMEJANE Lilian,TotalEnergies,2020,Faun-Ardèche Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Mar-20,10,35,CALMEJANE Lilian,TotalEnergies,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
27-Feb-20,2,5,CARDIS Romain,TotalEnergies,2020,Tour du Rwanda,2.1,Stage Race,C1 SC,Other,,2.1,SC
30-Aug-20,19,5,CARDIS Romain,TotalEnergies,2020,Brussels Cycling Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
20-Sep-20,2,85,CARDIS Romain,TotalEnergies,2020,Grand Prix d'Isbergues - Pas de Calais,1.1,One Day,C1 GC,Other,1,1.1,GC
3-Oct-20,49,8,CARDIS Romain,TotalEnergies,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 GC,WorldTour,5,Tier 4,GC
11-Oct-20,17,5,CARDIS Romain,TotalEnergies,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
14-Oct-20,10,35,CARDIS Romain,TotalEnergies,2020,Scheldeprijs,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
21-Oct-20,26,12,CARDIS Romain,TotalEnergies,2020,AG Driedaagse Brugge-De Panne,2.UWT,Stage Race,Tier 5 GC,WorldTour,1,Tier 5,GC
30-Sep-20,44,8,HIVERT Jonathan,TotalEnergies,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,32,10,HIVERT Jonathan,TotalEnergies,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
11-Oct-20,13,20,HIVERT Jonathan,TotalEnergies,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Feb-20,35,3,SICARD Romain,TotalEnergies,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
29-Feb-20,40,3,SICARD Romain,TotalEnergies,2020,Faun-Ardèche Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Mar-20,30,5,SICARD Romain,TotalEnergies,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
16-Aug-20,38,10,SICARD Romain,TotalEnergies,2020,Critérium du Dauphiné,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
20-Sep-20,31,25,SICARD Romain,TotalEnergies,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
8-Nov-20,45,16,SICARD Romain,TotalEnergies,2020,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
9-Feb-20,28,5,SIMON Julien,TotalEnergies,2020,Volta a la Comunitat Valenciana,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
23-Feb-20,37,3,SIMON Julien,TotalEnergies,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
1-Mar-20,7,60,SIMON Julien,TotalEnergies,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
30-Sep-20,28,16,SIMON Julien,TotalEnergies,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,28,20,SIMON Julien,TotalEnergies,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
8-Feb-20,9,25,SOUPE Geoffrey,TotalEnergies,2020,Saudi Tour,2.1,Stage Race,C1 GC,Other,5,2.1,GC
8-Aug-20,37,10,SOUPE Geoffrey,TotalEnergies,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
2-Feb-20,8,30,TURGIS Anthony,TotalEnergies,2020,Grand Prix Cycliste la Marseillaise,1.1,One Day,C1 GC,Other,1,1.1,GC
21-Feb-20,2,5,TURGIS Anthony,TotalEnergies,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 SC,Other,,2.1,SC
29-Feb-20,25,12,TURGIS Anthony,TotalEnergies,2020,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
1-Mar-20,13,20,TURGIS Anthony,TotalEnergies,2020,Kuurne-Bruxelles-Kuurne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,29,20,TURGIS Anthony,TotalEnergies,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
23-Aug-20,5,40,TURGIS Anthony,TotalEnergies,2020,Championnats Nationaux Route - France (ME-WE),CN,Championships,CN ME RR,Other,1,CN,ME RR
7-Oct-20,8,50,TURGIS Anthony,TotalEnergies,2020,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
11-Oct-20,29,20,TURGIS Anthony,TotalEnergies,2020,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Oct-20,4,275,TURGIS Anthony,TotalEnergies,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
29-Feb-20,30,12,VAN GESTEL Dries,TotalEnergies,2020,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
1-Mar-20,9,40,VAN GESTEL Dries,TotalEnergies,2020,Kuurne-Bruxelles-Kuurne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
3-Mar-20,10,20,VAN GESTEL Dries,TotalEnergies,2020,Le Samyn,1.1,One Day,C1 GC,Other,1,1.1,GC
15-Mar-20,59,3,VAN GESTEL Dries,TotalEnergies,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
8-Aug-20,58,3,VAN GESTEL Dries,TotalEnergies,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
15-Aug-20,12,25,VAN GESTEL Dries,TotalEnergies,2020,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
19-Aug-20,17,5,VAN GESTEL Dries,TotalEnergies,2020,VOO-Tour de Wallonie,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
29-Aug-20,19,3,VAN GESTEL Dries,TotalEnergies,2020,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
30-Aug-20,21,5,VAN GESTEL Dries,TotalEnergies,2020,Brussels Cycling Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
3-Oct-20,45,8,VAN GESTEL Dries,TotalEnergies,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 GC,WorldTour,5,Tier 4,GC
18-Oct-20,45,10,VAN GESTEL Dries,TotalEnergies,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
29-Feb-20,22,12,BRAMBILLA Gianluca,Trek-Segafredo,2020,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
3-Aug-20,22,5,BRAMBILLA Gianluca,Trek-Segafredo,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,47,10,BRAMBILLA Gianluca,Trek-Segafredo,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
12-Aug-20,16,5,BRAMBILLA Gianluca,Trek-Segafredo,2020,Gran Piemonte,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,27,20,BRAMBILLA Gianluca,Trek-Segafredo,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Aug-20,10,35,BRAMBILLA Gianluca,Trek-Segafredo,2020,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
14-Sep-20,9,100,BRAMBILLA Gianluca,Trek-Segafredo,2020,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
16-Feb-20,1,200,CICCONE Giulio,Trek-Segafredo,2020,Trofeo Laigueglia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
29-Feb-20,19,20,CICCONE Giulio,Trek-Segafredo,2020,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
1-Aug-20,32,5,CICCONE Giulio,Trek-Segafredo,2020,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
3-Aug-20,14,15,CICCONE Giulio,Trek-Segafredo,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,30,20,CICCONE Giulio,Trek-Segafredo,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
12-Aug-20,9,40,CICCONE Giulio,Trek-Segafredo,2020,Gran Piemonte,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,5,225,CICCONE Giulio,Trek-Segafredo,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Aug-20,8,50,CICCONE Giulio,Trek-Segafredo,2020,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Feb-20,8,50,MOLLEMA Bauke,Trek-Segafredo,2020,Volta ao Algarve Cofidis,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
4-Aug-20,5,50,MOLLEMA Bauke,Trek-Segafredo,2020,La Route d'Occitanie - La Dépêche du Midi,2.1,Stage Race,C1 GC,Other,4,2.1,GC
4-Aug-20,2,5,MOLLEMA Bauke,Trek-Segafredo,2020,La Route d'Occitanie - La Dépêche du Midi,2.1,Stage Race,C1 SC,Other,,2.1,SC
9-Aug-20,6,40,MOLLEMA Bauke,Trek-Segafredo,2020,Tour de l'Ain,2.1,Stage Race,C1 GC,Other,3,2.1,GC
15-Aug-20,4,275,MOLLEMA Bauke,Trek-Segafredo,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
5-Aug-20,24,5,MOSCA Jacopo,Trek-Segafredo,2020,Milano-Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,26,20,MOSCA Jacopo,Trek-Segafredo,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
30-Aug-20,4,60,MOSCA Jacopo,Trek-Segafredo,2020,Memorial Marco Pantani,1.1,One Day,C1 GC,Other,1,1.1,GC
4-Sep-20,7,35,MOSCA Jacopo,Trek-Segafredo,2020,Settimana Internazionale Coppi e Bartali,2.1,Stage Race,C1 GC,Other,5,2.1,GC
16-Sep-20,14,5,MOSCA Jacopo,Trek-Segafredo,2020,Giro della Toscana - Memorial Alfredo Martini,1.1,One Day,C1 GC,Other,1,1.1,GC
17-Sep-20,4,100,MOSCA Jacopo,Trek-Segafredo,2020,Coppa Sabatini - Gran Premio città di Peccioli,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
19-Sep-20,4,60,MOSCA Jacopo,Trek-Segafredo,2020,Giro dell'Appennino,1.1,One Day,C1 GC,Other,1,1.1,GC
23-Oct-20,3,20,MOSCA Jacopo,Trek-Segafredo,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
25-Oct-20,31,20,MOSCA Jacopo,Trek-Segafredo,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
30-Jan-20,1,125,MOSCHETTI Matteo,Trek-Segafredo,2020,Trofeo ses salines - Felanitx,1.1,One Day,C1 GC,Other,1,1.1,GC
2-Feb-20,1,125,MOSCHETTI Matteo,Trek-Segafredo,2020,Trofeo Playa de Palma - Palma,1.1,One Day,C1 GC,Other,1,1.1,GC
30-Aug-20,2,5,MOSCHETTI Matteo,Trek-Segafredo,2020,Tour de Hongrie,2.1,Stage Race,C1 SC,Other,,2.1,SC
23-Feb-20,12,25,NIBALI Vincenzo,Trek-Segafredo,2020,Volta ao Algarve Cofidis,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
29-Feb-20,17,5,NIBALI Vincenzo,Trek-Segafredo,2020,Faun-Ardèche Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Mar-20,3,125,NIBALI Vincenzo,Trek-Segafredo,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Mar-20,4,275,NIBALI Vincenzo,Trek-Segafredo,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
3-Aug-20,5,85,NIBALI Vincenzo,Trek-Segafredo,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
5-Aug-20,26,5,NIBALI Vincenzo,Trek-Segafredo,2020,Milano-Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,23,20,NIBALI Vincenzo,Trek-Segafredo,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
12-Aug-20,35,3,NIBALI Vincenzo,Trek-Segafredo,2020,Gran Piemonte,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,6,175,NIBALI Vincenzo,Trek-Segafredo,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Aug-20,7,60,NIBALI Vincenzo,Trek-Segafredo,2020,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Aug-20,11,3,NIBALI Vincenzo,Trek-Segafredo,2020,Championnats Nationaux Route - Italie,CN,Championships,CN ME RR,Other,1,CN,ME RR
14-Sep-20,19,30,NIBALI Vincenzo,Trek-Segafredo,2020,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
19-Sep-20,17,3,NIBALI Vincenzo,Trek-Segafredo,2020,Giro dell'Appennino,1.1,One Day,C1 GC,Other,1,1.1,GC
27-Sep-20,15,40,NIBALI Vincenzo,Trek-Segafredo,2020,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
25-Oct-20,7,260,NIBALI Vincenzo,Trek-Segafredo,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
30-Jan-20,7,35,PEDERSEN Mads,Trek-Segafredo,2020,Race Torquay,1.1,One Day,C1 GC,Other,1,1.1,GC
2-Feb-20,16,20,PEDERSEN Mads,Trek-Segafredo,2020,Cadel Evans Great Ocean Road Race,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
6-Aug-20,1,50,PEDERSEN Mads,Trek-Segafredo,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
6-Aug-20,1,8,PEDERSEN Mads,Trek-Segafredo,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
23-Aug-20,4,50,PEDERSEN Mads,Trek-Segafredo,2020,National Road Championships - Denmark (IRR),CN,Championships,CN ME RR,Other,1,CN,ME RR
29-Aug-20,2,50,PEDERSEN Mads,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
8-Sep-20,5,5,PEDERSEN Mads,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
20-Sep-20,2,50,PEDERSEN Mads,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
29-Sep-20,2,20,PEDERSEN Mads,Trek-Segafredo,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
1-Oct-20,1,50,PEDERSEN Mads,Trek-Segafredo,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
1-Oct-20,1,8,PEDERSEN Mads,Trek-Segafredo,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
2-Oct-20,1,8,PEDERSEN Mads,Trek-Segafredo,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 SGC,WorldTour,,Tier 4,SGC
3-Oct-20,5,180,PEDERSEN Mads,Trek-Segafredo,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 GC,WorldTour,5,Tier 4,GC
11-Oct-20,1,500,PEDERSEN Mads,Trek-Segafredo,2020,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Oct-20,59,3,PEDERSEN Mads,Trek-Segafredo,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
23-Jan-20,1,60,PORTE Richie,Trek-Segafredo,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
23-Jan-20,1,10,PORTE Richie,Trek-Segafredo,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 SGC,WorldTour,,Tier 3,SGC
24-Jan-20,1,10,PORTE Richie,Trek-Segafredo,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 SGC,WorldTour,,Tier 3,SGC
26-Jan-20,1,500,PORTE Richie,Trek-Segafredo,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
26-Jan-20,2,25,PORTE Richie,Trek-Segafredo,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
2-Feb-20,32,5,PORTE Richie,Trek-Segafredo,2020,Cadel Evans Great Ocean Road Race,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
23-Feb-20,3,70,PORTE Richie,Trek-Segafredo,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 GC,Other,3,2.1,GC
15-Mar-20,41,10,PORTE Richie,Trek-Segafredo,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
4-Aug-20,6,40,PORTE Richie,Trek-Segafredo,2020,La Route d'Occitanie - La Dépêche du Midi,2.1,Stage Race,C1 GC,Other,4,2.1,GC
6-Aug-20,2,85,PORTE Richie,Trek-Segafredo,2020,Mont Ventoux Dénivelé Challenge,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Aug-20,18,3,PORTE Richie,Trek-Segafredo,2020,Tour de l'Ain,2.1,Stage Race,C1 GC,Other,3,2.1,GC
16-Aug-20,15,35,PORTE Richie,Trek-Segafredo,2020,Critérium du Dauphiné,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
13-Sep-20,3,25,PORTE Richie,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
16-Sep-20,5,5,PORTE Richie,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
19-Sep-20,3,25,PORTE Richie,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
20-Sep-20,3,675,PORTE Richie,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
27-Sep-20,25,20,PORTE Richie,Trek-Segafredo,2020,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
30-Sep-20,8,100,PORTE Richie,Trek-Segafredo,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,16,30,PORTE Richie,Trek-Segafredo,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
9-Aug-20,16,24,SIMMONS Quinn,Trek-Segafredo,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
15-Aug-20,39,3,SIMMONS Quinn,Trek-Segafredo,2020,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
25-Aug-20,6,140,SIMMONS Quinn,Trek-Segafredo,2020,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
2-Sep-20,2,85,SIMMONS Quinn,Trek-Segafredo,2020,Tour de Hongrie,2.1,Stage Race,C1 GC,Other,5,2.1,GC
2-Sep-20,2,5,SIMMONS Quinn,Trek-Segafredo,2020,Tour de Hongrie,2.1,Stage Race,C1 SC,Other,,2.1,SC
19-Sep-20,38,3,SIMMONS Quinn,Trek-Segafredo,2020,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
29-Feb-20,1,300,STUYVEN Jasper,Trek-Segafredo,2020,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
1-Mar-20,5,85,STUYVEN Jasper,Trek-Segafredo,2020,Kuurne-Bruxelles-Kuurne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
3-Mar-20,14,5,STUYVEN Jasper,Trek-Segafredo,2020,Le Samyn,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Mar-20,3,10,STUYVEN Jasper,Trek-Segafredo,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
15-Mar-20,13,50,STUYVEN Jasper,Trek-Segafredo,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
2-Aug-20,5,50,STUYVEN Jasper,Trek-Segafredo,2020,Circuito de Getxo-Memorial Hermanos Otxoa,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Aug-20,48,8,STUYVEN Jasper,Trek-Segafredo,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
26-Aug-20,5,100,STUYVEN Jasper,Trek-Segafredo,2020,UEC Road European Championships,CC,Championships,CC ME RR,Other,1,CC,ME RR
2-Sep-20,5,5,STUYVEN Jasper,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
4-Sep-20,5,5,STUYVEN Jasper,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
18-Sep-20,3,25,STUYVEN Jasper,Trek-Segafredo,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
11-Oct-20,38,10,STUYVEN Jasper,Trek-Segafredo,2020,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Oct-20,26,20,STUYVEN Jasper,Trek-Segafredo,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
21-Oct-20,23,12,STUYVEN Jasper,Trek-Segafredo,2020,AG Driedaagse Brugge-De Panne,2.UWT,Stage Race,Tier 5 GC,WorldTour,1,Tier 5,GC
4-Feb-20,1,14,COSTA Rui,UAE Team Emirates,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
4-Feb-20,1,3,COSTA Rui,UAE Team Emirates,2020,Saudi Tour,2.1,Stage Race,C1 SGC,Other,,2.1,SGC
